Test Name,FEN,Model,Persona,Raw Response,LLM Move,Best Move,Score Diff,Quality,Is Legal,Attack Metric,Defensive Metric
,2krq3/p1p2prp/npnp1N2/8/3P4/2P5/PP2Q1PP/R1B2RK1 w - - 6 18,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will exchange my active knight for the enemy queen, gaining material while keeping my king safe. <MOVE>Nxe8</MOVE>",f6e8,f6e8,0,Best/Good,True,17,2
,2krq3/p1p2prp/npnp1N2/8/3P4/2P5/PP2Q1PP/R1B2RK1 w - - 6 18,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll go for a direct strike on the enemy’s back rank, forcing the king into trouble. <MOVE>Qxe8+</MOVE>",e2e8,f6e8,6,Mistake,True,8,-2
,2krq3/p1p2prp/npnp1N2/8/3P4/2P5/PP2Q1PP/R1B2RK1 w - - 6 18,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see a chance to win material by taking the enemy queen. <MOVE>Qxe8</MOVE>,e2e8,f6e8,6,Mistake,True,8,-2
,r4b1r/p1p1k3/3P3p/7B/4P3/3P4/Pp3PPP/R3K2R b KQ - 0 18,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I should eliminate the advanced white pawn and bring my king to a safer, more active square. <MOVE>Kxd6</MOVE>",e7d6,e7d8,0,Best/Good,True,6,-20
,r4b1r/p1p1k3/3P3p/7B/4P3/3P4/Pp3PPP/R3K2R b KQ - 0 18,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will eliminate the advanced white pawn on d6 to reduce threats and keep my king safe. <MOVE>cxd6</MOVE>,c7d6,e7d6,0,Best/Good,True,6,-20
,r4b1r/p1p1k3/3P3p/7B/4P3/3P4/Pp3PPP/R3K2R b KQ - 0 18,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll snatch the advanced pawn to open lines and bring my king into the attack. <MOVE>Kxd6</MOVE>,e7d6,e7d6,0,Best/Good,True,6,-20
,r4b1r/p1p1k3/3P3p/7B/4P3/3P4/Pp3PPP/R3K2R b KQ - 0 18,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the white pawn on d6 is hanging, so I will capture it. <MOVE>cxd6</MOVE>",c7d6,c7d6,0,Best/Good,True,6,-20
,r4rk1/pppq2p1/3pp3/4p1Q1/3bP3/2NP4/PPP4P/2K2R1R w - - 2 18,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"A forced checkmate is available by sacrificing the queen on g7, leaving the black king with no legal moves. <MOVE>Qxg7#</MOVE>",g5g7,f1d1,7,Mistake,True,13,-22
,r4rk1/pppq2p1/3pp3/4p1Q1/3bP3/2NP4/PPP4P/2K2R1R w - - 2 18,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will develop my knight to a strong central square while attacking the enemy bishop, keeping my king safe. <MOVE>Nd5</MOVE>",c3d5,f1f8,2,Best/Good,True,7,-17
,r4rk1/pppq2p1/3pp3/4p1Q1/3bP3/2NP4/PPP4P/2K2R1R w - - 2 18,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll snatch the central pawn to open lines toward the black king and keep the attack alive. <MOVE>Qxe5</MOVE>,g5e5,f1d1,7,Mistake,True,7,-9
,r4rk1/pppq2p1/3pp3/4p1Q1/3bP3/2NP4/PPP4P/2K2R1R w - - 2 18,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a rook I can take, even though it’s defended, so I’ll capture it. <MOVE>Rxf8+</MOVE>",f1f8,f1e1,0,Best/Good,True,13,-19
,8/7p/p1npkpp1/1p1p4/3P4/2P2N1P/PP3PP1/6K1 w - - 1 33,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I want to improve my knight’s activity and put pressure on Black’s knight and the d7 square, while also eyeing the f7 pawn. <MOVE>Ne5</MOVE>",f3e5,g1f1,2,Best/Good,True,9,-9
,8/7p/p1npkpp1/1p1p4/3P4/2P2N1P/PP3PP1/6K1 w - - 1 33,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will improve my king safety by moving it to a more secure square while keeping the position solid. <MOVE>Kf1</MOVE>,g1f1,f3e1,0,Best/Good,True,2,-19
,8/7p/p1npkpp1/1p1p4/3P4/2P2N1P/PP3PP1/6K1 w - - 1 33,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll launch a direct attack on the black king with a knight check, forcing a response and opening lines. <MOVE>Ng5+</MOVE>",f3g5,f3e1,3,Mistake,True,8,-13
,8/7p/p1npkpp1/1p1p4/3P4/2P2N1P/PP3PP1/6K1 w - - 1 33,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece that is currently hanging, so I’ll just improve my position. <MOVE>Ne5</MOVE>",f3e5,b2b4,2,Best/Good,True,9,-9
,r4qk1/pb1p2pp/1pn1pn2/4Np2/3P4/2Q5/PPP1PPPP/2KR1B1R b - - 1 12,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I can win a pawn and attack White's queen by capturing on d4 with my knight. <MOVE>Nxd4</MOVE>,c6d4,f8e7,2,Best/Good,True,11,-10
,r4qk1/pb1p2pp/1pn1pn2/4Np2/3P4/2Q5/PPP1PPPP/2KR1B1R b - - 1 12,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will reinforce my central pawn structure and keep my king safe. <MOVE>d6</MOVE>,d7d6,c6e5,2,Best/Good,True,7,-20
,r4qk1/pb1p2pp/1pn1pn2/4Np2/3P4/2Q5/PPP1PPPP/2KR1B1R b - - 1 12,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll jump the knight into the centre to hit the white queen and create threats. <MOVE>Nd5</MOVE>,f6d5,g7g6,0,Best/Good,True,8,-16
,r4qk1/pb1p2pp/1pn1pn2/4Np2/3P4/2Q5/PPP1PPPP/2KR1B1R b - - 1 12,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see I can capture the pawn on d4 right now. <MOVE>Nxd4</MOVE>,c6d4,f8d6,2,Best/Good,True,11,-10
,rnbqkbnr/pppppp2/6p1/7p/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,Advancing the central pawn strengthens my control and creates threats on Black’s position. <MOVE>d5</MOVE>,d4d5,g1f3,0,Best/Good,True,7,-24
,rnbqkbnr/pppppp2/6p1/7p/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will develop a piece while keeping the centre solid and the king safe. <MOVE>Nc3</MOVE>,b1c3,d1f3,0,Best/Good,True,2,-26
,rnbqkbnr/pppppp2/6p1/7p/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll snatch the pawn on h5, opening lines toward the black king and eyeing the g6 pawn. <MOVE>Qxh5</MOVE>",d1h5,c2c4,8,Mistake,True,7,-16
,rnbqkbnr/pppppp2/6p1/7p/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no undefended enemy piece to take, so I’ll just advance my central pawn to put pressure. <MOVE>d5</MOVE>",d4d5,f2f3,0,Best/Good,True,7,-24
,r4rk1/ppp2ppp/8/2b2b2/1P3PN1/2N1P3/P1P1B1PP/R1B2RK1 b - - 0 14,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I need to get my bishop on f5 out of the knight’s attack while keeping my position solid. <MOVE>Bd3</MOVE>,f5d3,c5b4,4,Mistake,True,7,-18
,r4rk1/ppp2ppp/8/2b2b2/1P3PN1/2N1P3/P1P1B1PP/R1B2RK1 b - - 0 14,OpenRouter (openai/gpt-oss-120b:free),Defensive,I need to get my attacked bishop to a safe square while keeping a solid position. <MOVE>Be6</MOVE>,f5e6,c5b4,4,Mistake,True,7,-20
,r4rk1/ppp2ppp/8/2b2b2/1P3PN1/2N1P3/P1P1B1PP/R1B2RK1 b - - 0 14,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll snatch the c2 pawn to open lines toward the white king and create threats. <MOVE>Bxc2</MOVE>,f5c2,c5b4,3,Mistake,True,10,-22
,r4rk1/ppp2ppp/8/2b2b2/1P3PN1/2N1P3/P1P1B1PP/R1B2RK1 b - - 0 14,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the white pawn on b4 is hanging, so I will take it. <MOVE>Bxb4</MOVE>",c5b4,c5b4,0,Best/Good,True,14,-18
,r2q1r2/p5k1/2pp4/1p5P/1Pb1P3/P1N3NP/1KPQ3R/3R1B2 b - - 2 25,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I can eliminate White's active bishop and force a trade that improves my material balance. <MOVE>Bxf1</MOVE>,c4f1,g7h7,0,Best/Good,True,15,-23
,r2q1r2/p5k1/2pp4/1p5P/1Pb1P3/P1N3NP/1KPQ3R/3R1B2 b - - 2 25,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will reinforce my central pawn structure and keep the king safe by connecting my rooks. <MOVE>Qd7</MOVE>,d8d7,c4g8,2,Best/Good,True,7,-25
,r2q1r2/p5k1/2pp4/1p5P/1Pb1P3/P1N3NP/1KPQ3R/3R1B2 b - - 2 25,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll snatch the white bishop on f1, gaining material and opening lines toward the white king. <MOVE>Bxf1</MOVE>",c4f1,c4g8,0,Best/Good,True,15,-23
,r2q1r2/p5k1/2pp4/1p5P/1Pb1P3/P1N3NP/1KPQ3R/3R1B2 b - - 2 25,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see an undefended white pawn on f3 that I can take with my rook. <MOVE>Rxf3</MOVE>,Rxf3,,,N/A,False,8,-25
,8/8/p4P2/P1kR4/6PP/4P3/2p5/6K1 b - - 0 41,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I can win a rook by capturing it with my king, gaining decisive material. <MOVE>Kxd5</MOVE>",c5d5,c5d5,0,Best/Good,True,7,-18
,8/8/p4P2/P1kR4/6PP/4P3/2p5/6K1 b - - 0 41,OpenRouter (openai/gpt-oss-120b:free),Defensive,Capturing the rook removes a powerful enemy piece and improves my material while keeping the king safe. <MOVE>Kxd5</MOVE>,c5d5,c5d5,0,Best/Good,True,7,-18
,8/8/p4P2/P1kR4/6PP/4P3/2p5/6K1 b - - 0 41,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll snatch the enemy rook to gain material and open lines for further attack. <MOVE>Kxd5</MOVE>,c5d5,c5d5,0,Best/Good,True,7,-18
,8/8/p4P2/P1kR4/6PP/4P3/2p5/6K1 b - - 0 41,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white rook on d5 that is not defended, so I must take it. <MOVE>Kxd5</MOVE>",c5d5,c5d5,0,Best/Good,True,7,-18
,1r1qk2r/p1pn1p2/4p3/3n2pp/3P4/P2Q2P1/1P2PPBP/R1B2RK1 b k - 1 17,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,Castling short will safeguard my king and bring the rook into play while keeping material balance. <MOVE>O-O</MOVE>,e8g8,f7f5,0,Best/Good,True,0,-23
,1r1qk2r/p1pn1p2/4p3/3n2pp/3P4/P2Q2P1/1P2PPBP/R1B2RK1 b k - 1 17,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will improve my king’s safety and keep a solid position by connecting the rooks and defending key squares. <MOVE>Qe7</MOVE>,d8e7,h8h6,0,Best/Good,True,6,-19
,1r1qk2r/p1pn1p2/4p3/3n2pp/3P4/P2Q2P1/1P2PPBP/R1B2RK1 b k - 1 17,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I want to hit White’s queen and create threats on the king’s side, so I jump the knight into e5, eyeing d3 and f3. <MOVE>Ne5</MOVE>",d7e5,d8f6,5,Mistake,True,3,-19
,1r1qk2r/p1pn1p2/4p3/3n2pp/3P4/P2Q2P1/1P2PPBP/R1B2RK1 b k - 1 17,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white pawn on b2 that I can take with my rook, so I will capture it. <MOVE>Rxb2</MOVE>",b8b2,f7f5,3,Mistake,True,5,-17
,6k1/p4ppp/1p6/3B4/5KPP/r4P2/8/8 b - - 0 48,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I can win material and give check by taking the pawn that shields the white king. <MOVE>Rxf3+</MOVE>,a3f3,g8f8,5,Mistake,True,9,-4
,6k1/p4ppp/1p6/3B4/5KPP/r4P2/8/8 b - - 0 48,OpenRouter (openai/gpt-oss-120b:free),Defensive,Staying safe and keeping the king protected is the priority; moving the king away from the edge reduces any future checks. <MOVE>Kf8</MOVE>,g8f8,g8f8,0,Best/Good,True,3,-1
,6k1/p4ppp/1p6/3B4/5KPP/r4P2/8/8 b - - 0 48,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I can force a direct attack on the white king by capturing the pawn on f3 with my rook, delivering check. <MOVE>Rxf3+</MOVE>",a3f3,g8f8,5,Mistake,True,9,-4
,6k1/p4ppp/1p6/3B4/5KPP/r4P2/8/8 b - - 0 48,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece that is currently undefended, so I will improve my position. <MOVE>Ra5</MOVE>",a3a5,g8f8,1,Best/Good,True,7,-1
,qkb2bB1/8/1pr1p3/4N1pp/Pp6/1P2n3/1B4PP/1K5R b - - 1 35,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I need to get the rook out of the knight’s attack while keeping pressure on White’s pieces. <MOVE>Rc5</MOVE>,c6c5,c6c7,1,Best/Good,True,8,-16
,qkb2bB1/8/1pr1p3/4N1pp/Pp6/1P2n3/1B4PP/1K5R b - - 1 35,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will reinforce my position and protect key squares while keeping my king safe. <MOVE>Rd6</MOVE>,c6d6,c6c7,0,Best/Good,True,2,-20
,qkb2bB1/8/1pr1p3/4N1pp/Pp6/1P2n3/1B4PP/1K5R b - - 1 35,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll grab the pawn on a4 with my queen, delivering a direct check and opening lines toward the white king. <MOVE>Qxa4+</MOVE>",a8a4,c6d6,9,Blunder,True,7,-14
,qkb2bB1/8/1pr1p3/4N1pp/Pp6/1P2n3/1B4PP/1K5R b - - 1 35,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the white pawn on a4 is hanging and not defended, so I will take it. <MOVE>Qxa4</MOVE>",a8a4,c6d6,9,Blunder,True,7,-14
,r2q2k1/p1p1rp1p/1p1p2p1/1P1Qp3/4P3/2P2N2/P1P2PPP/3R1RK1 w - - 2 19,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I want to increase pressure on Black’s back rank and attack the undefended rook on a8 while keeping my queen active. <MOVE>Qc6</MOVE>,d5c6,d5c6,0,Best/Good,True,11,-8
,r2q2k1/p1p1rp1p/1p1p2p1/1P1Qp3/4P3/2P2N2/P1P2PPP/3R1RK1 w - - 2 19,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will keep my queen safe while maintaining central control and avoid any risky exchanges. <MOVE>Qd4</MOVE>,d5d4,d5c6,9,Blunder,True,3,-18
,r2q2k1/p1p1rp1p/1p1p2p1/1P1Qp3/4P3/2P2N2/P1P2PPP/3R1RK1 w - - 2 19,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I want to bring the knight into the enemy camp, hitting f7 and creating threats like Qxf7+ while keeping pressure on the king. <MOVE>Ng5</MOVE>",f3g5,d5c6,1,Best/Good,True,12,-8
,r2q2k1/p1p1rp1p/1p1p2p1/1P1Qp3/4P3/2P2N2/P1P2PPP/3R1RK1 w - - 2 19,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see a direct capture available and will take it. <MOVE>Qxe5</MOVE>,d5e5,d5c6,6,Mistake,True,7,-16
,rnb1k1n1/1p3p1p/p3pq2/2p5/2BP4/4P3/P4PPP/RN1QK1NR w KQq - 0 10,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,Developing the bishop to a strong diagonal puts pressure on Black’s e6 and f7 squares while keeping the king safe. <MOVE>Bd5</MOVE>,c4d5,c4b3,2,Best/Good,True,7,-17
,rnb1k1n1/1p3p1p/p3pq2/2p5/2BP4/4P3/P4PPP/RN1QK1NR w KQq - 0 10,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will develop my bishop to a safe square, reinforcing my king’s position and keeping a solid structure. <MOVE>Be2</MOVE>",c4e2,d1h5,0,Best/Good,True,6,-23
,rnb1k1n1/1p3p1p/p3pq2/2p5/2BP4/4P3/P4PPP/RN1QK1NR w KQq - 0 10,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I want to launch a quick attack on the king’s weak f7 pawn and create mating threats. <MOVE>Qh5</MOVE>,d1h5,c4f1,0,Best/Good,True,12,-9
,rnb1k1n1/1p3p1p/p3pq2/2p5/2BP4/4P3/P4PPP/RN1QK1NR w KQq - 0 10,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a pawn I can take, so I will capture it. <MOVE>Bxa6</MOVE>",c4a6,c4d3,2,Best/Good,True,6,-17
,rn1qkbnr/pp2pppp/2p5/3p4/3P2b1/4PN2/PPPN1PPP/R1BQKB1R b KQkq - 3 4,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"Developing the knight to f6 improves king safety, supports the d5 pawn and prepares castling. <MOVE>Nf6</MOVE>",g8f6,h7h6,0,Best/Good,True,2,-29
,rn1qkbnr/pp2pppp/2p5/3p4/3P2b1/4PN2/PPPN1PPP/R1BQKB1R b KQkq - 3 4,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will develop a piece while reinforcing my central pawn and keeping the king safe. <MOVE>Nf6</MOVE>,g8f6,b7b5,0,Best/Good,True,2,-29
,rn1qkbnr/pp2pppp/2p5/3p4/3P2b1/4PN2/PPPN1PPP/R1BQKB1R b KQkq - 3 4,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll snatch the active white knight to weaken their king side and open lines for an attack. <MOVE>Bxf3</MOVE>,g4f3,g8f6,1,Best/Good,True,8,-21
,rn1qkbnr/pp2pppp/2p5/3p4/3P2b1/4PN2/PPPN1PPP/R1BQKB1R b KQkq - 3 4,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white piece I can capture right now, so I will take it. <MOVE>Bxf3</MOVE>",g4f3,g7g6,1,Best/Good,True,8,-21
,8/p7/3k3p/4b3/3n4/5B1P/PPP2RP1/R1B1K3 b Q - 3 37,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I see a winning fork: by capturing on c2 the knight attacks both the king and the rook, gaining material. <MOVE>Nxc2+</MOVE>",d4c2,e5g3,3,Mistake,True,12,-11
,8/p7/3k3p/4b3/3n4/5B1P/PPP2RP1/R1B1K3 b Q - 3 37,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will improve my king’s safety by stepping it to a more secure square while keeping the pawn structure intact. <MOVE>Kc5</MOVE>,d6c5,e5g3,4,Mistake,True,3,-12
,8/p7/3k3p/4b3/3n4/5B1P/PPP2RP1/R1B1K3 b Q - 3 37,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I can rip open White’s king side by snatching the bishop on f3 with my knight, delivering a check and forcing a weak response. <MOVE>Nxf3+</MOVE>",d4f3,e5g3,1,Best/Good,True,8,-12
,8/p7/3k3p/4b3/3n4/5B1P/PPP2RP1/R1B1K3 b Q - 3 37,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the white pawn on c2 is not defended, so I must take it with my knight. <MOVE>Nxc2+</MOVE>",d4c2,e5g3,3,Mistake,True,12,-11
,8/8/3K4/8/p7/Q7/2k5/8 b - - 5 57,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I want to keep my king active and stay near the centre while avoiding immediate checks. <MOVE>Kd2</MOVE>,c2d2,c2d1,0,Best/Good,True,6,-2
,8/8/3K4/8/p7/Q7/2k5/8 b - - 5 57,OpenRouter (openai/gpt-oss-120b:free),Defensive,Staying central keeps my king safe while maintaining flexibility and avoiding any exposure to the opponent’s queen. <MOVE>Kd2</MOVE>,c2d2,c2d2,0,Best/Good,True,6,-2
,8/8/3K4/8/p7/Q7/2k5/8 b - - 5 57,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I want to bring my king forward to pressure White’s king and support a pawn advance. <MOVE>Kd2</MOVE>,c2d2,c2d1,0,Best/Good,True,6,-2
,8/8/3K4/8/p7/Q7/2k5/8 b - - 5 57,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece I can take right now, so I’ll just move my king closer to the board edge. <MOVE>Kb1</MOVE>",c2b1,c2b1,0,Best/Good,True,5,-2
,rnb2rk1/pp1pnppp/1q2p3/2b1P1B1/2B5/2N2N2/PPP2PPP/R2Q1RK1 b - - 7 9,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,Moving the knight away resolves the attack from the white bishop and places it on a strong outpost eyeing the e5 pawn. <MOVE>Ng6</MOVE>,e7g6,b6b4,1,Best/Good,True,7,-25
,rnb2rk1/pp1pnppp/1q2p3/2b1P1B1/2B5/2N2N2/PPP2PPP/R2Q1RK1 b - - 7 9,OpenRouter (openai/gpt-oss-120b:free),Defensive,Staying central keeps my king safe while maintaining flexibility and avoiding any exposure to the opponent’s queen. <MOVE>Kd2</MOVE>,c2d2,c2d2,0,Best/Good,True,10,-19
,rnb2rk1/pp1pnppp/1q2p3/2b1P1B1/2B5/2N2N2/PPP2PPP/R2Q1RK1 b - - 7 9,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I can rip open White’s king side by sacrificing the bishop on f2 with a direct check, forcing the king into danger. <MOVE>Bxf2+</MOVE>",c5f2,b6b2,2,Best/Good,True,19,-32
,rnb2rk1/pp1pnppp/1q2p3/2b1P1B1/2B5/2N2N2/PPP2PPP/R2Q1RK1 b - - 7 9,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white pawn on b2 that isn’t defended, so I will take it. <MOVE>Qxb2</MOVE>",b6b2,b6b2,0,Best/Good,True,14,-11
,rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I’ll capture the pawn on b5, gaining material and creating pressure on the queenside. <MOVE>Nxb5</MOVE>",c3b5,c1g5,1,Best/Good,True,7,-22
,rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will develop a piece to a safe square, reinforcing my king’s position and keeping the pawn structure intact. <MOVE>Be2</MOVE>",f1e2,e1e2,1,Best/Good,True,6,-28
,rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll grab the b5 pawn with my knight, opening lines and creating threats on c7 and the queenside. <MOVE>Nxb5</MOVE>",c3b5,e1e2,1,Best/Good,True,7,-22
,rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece that is hanging, so I’ll develop a piece. <MOVE>Nd5</MOVE>",c3d5,c1g5,2,Best/Good,True,7,-22
,6k1/5p2/2P4p/6p1/8/7P/4K1P1/1R3r2 b - - 0 42,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I will eliminate the opponent's active rook to gain a decisive material advantage. <MOVE>Rxb1</MOVE>,f1b1,f1b1,0,Best/Good,True,11,-8
,6k1/5p2/2P4p/6p1/8/7P/4K1P1/1R3r2 b - - 0 42,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will keep the king safe and maintain a solid position without creating any weaknesses. <MOVE>Kg7</MOVE>,g8g7,f1b1,11,Blunder,True,2,-10
,6k1/5p2/2P4p/6p1/8/7P/4K1P1/1R3r2 b - - 0 42,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I see a forced mate by delivering a checking sacrifice that the white king cannot escape. <MOVE>Rf2+</MOVE>,f1f2,f1b1,10,Blunder,True,9,-8
,6k1/5p2/2P4p/6p1/8/7P/4K1P1/1R3r2 b - - 0 42,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see the white rook on b1 is hanging and can be taken immediately. <MOVE>Rxb1</MOVE>,f1b1,f1b1,0,Best/Good,True,11,-8
,1k6/8/1P6/1KR5/4b3/8/r6P/8 b - - 2 51,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I see a checking opportunity that also attacks the white king directly, forcing a response. <MOVE>Ra5+</MOVE>",a2a5,a2h2,6,Mistake,True,6,-5
,1k6/8/1P6/1KR5/4b3/8/r6P/8 b - - 2 51,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will keep my pieces safe and improve the rook’s position while maintaining a solid structure. <MOVE>Ra1</MOVE>,a2a1,a2b2,1,Best/Good,True,6,-3
,1k6/8/1P6/1KR5/4b3/8/r6P/8 b - - 2 51,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I see a forced mate by delivering a checking sacrifice that the white king cannot escape. <MOVE>Rf2+</MOVE>,f1f2,f1b1,10,Blunder,True,14,1
,1k6/8/1P6/1KR5/4b3/8/r6P/8 b - - 2 51,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the white pawn on h2 is undefended, so I must take it. <MOVE>Rxh2</MOVE>",a2h2,a2h2,0,Best/Good,True,8,1
,2k5/ppp4p/4p3/4R3/q2r4/2N3P1/PPP2P1P/R5K1 b - - 1 25,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I aim to force a trade and expose the white king by delivering a direct check. <MOVE>Rd1+</MOVE>,d4d1,a4c2,5,Mistake,True,7,-10
,2k5/ppp4p/4p3/4R3/q2r4/2N3P1/PPP2P1P/R5K1 b - - 1 25,OpenRouter (openai/gpt-oss-120b:free),Defensive,I need to get my queen out of the knight’s attack while keeping a solid position and not creating any new weaknesses. <MOVE>Qc4</MOVE>,a4c4,a4c2,1,Best/Good,True,11,-14
,2k5/ppp4p/4p3/4R3/q2r4/2N3P1/PPP2P1P/R5K1 b - - 1 25,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll deliver a direct check to force the white king into a vulnerable position and keep the initiative. <MOVE>Rd1+</MOVE>,d4d1,a4c2,5,Mistake,True,7,-10
,2k5/ppp4p/4p3/4R3/q2r4/2N3P1/PPP2P1P/R5K1 b - - 1 25,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white pawn I can take, so I will capture it. <MOVE>Qxa2</MOVE>",a4a2,a4c2,9,Blunder,True,4,-10
,r1b1kbnr/1ppp2pp/2n1p3/8/1q6/2N5/P2P1PPP/R2QKBNR w KQkq - 0 9,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I want to gain tempo by attacking the opponent’s queen and develop a piece to a strong central square. <MOVE>Nd5</MOVE>,c3d5,f1b5,3,Mistake,True,7,-17
,r1b1kbnr/1ppp2pp/2n1p3/8/1q6/2N5/P2P1PPP/R2QKBNR w KQkq - 0 9,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will develop my queen to d2, reinforcing the b2 pawn and keeping my king safe. <MOVE>Qd2</MOVE>",Qd2,,,N/A,False,12,-21
,r1b1kbnr/1ppp2pp/2n1p3/8/1q6/2N5/P2P1PPP/R2QKBNR w KQkq - 0 9,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I want to hit the black queen and create threats on c7 and d6, forcing Black to react. <MOVE>Nb5</MOVE>",c3b5,f1b5,3,Mistake,True,12,-21
